Shift_Point1,Shift_Point2,Toward_Point,Actual_Coord,RSSI,Normalized1,Normalized2,Normalized3,Best_Shift,Best_coord,Best_accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy
B,D,E,"[2.5, 0.2]","[-65, -68, -67, -68, -71, -75]","{0.553: [0.711, 0.042, 0.13, 0.081, 0.145, 0.0]}","{0.387: [0.207, 0.139, 0.163, 0.193, 0.511, 0.0]}","{0.216: [0.286, 0.218, 0.272, 0.068, 0.076, 0.027]}",0,"(2.0, 6.7)",6.519,0,"(2.0, 6.7)",6.519,1,"(2.4, 7.0)",6.801,2,"(2.8, 7.3)",7.106,3,"(3.2, 7.7)",7.533,4,"(3.6, 8.0)",7.877,5,"(4.0, 8.3)",8.238,6,"(4.4, 8.7)",8.71,7,"(4.8, 9.0)",9.096,8,"(5.2, 9.3)",9.492,9,"(5.6, 9.7)",9.993
E,D,C,"[1.4, 5.1]","[-48, -70, -68, -71, -72, -74]","{0.551: [0.415, 0.114, 0.15, 0.246, 0.532, 0.013]}","{0.339: [0.473, 0.195, 0.261, 0.027, 0.091, 0.014]}","{0.323: [0.351, 0.094, 0.014, 0.315, 0.125, 0.276]}",9,"(3.0, 5.3)",1.612,0,"(3.0, 8.3)",3.578,1,"(3.0, 8.0)",3.312,2,"(3.0, 7.7)",3.053,3,"(3.0, 7.3)",2.72,4,"(3.0, 7.0)",2.484,5,"(3.0, 6.7)",2.263,6,"(3.0, 6.3)",2.0,7,"(3.0, 6.0)",1.836,8,"(3.0, 5.7)",1.709,9,"(3.0, 5.3)",1.612
D,E,C,"[3.8, 5.6]","[-46, -47, -66, -68, -71, -74]","{0.686: [0.439, 0.405, 0.175, 0.193, 0.511, 0.013]}","{0.548: [0.495, 0.46, 0.283, 0.068, 0.076, 0.014]}","{0.43: [0.395, 0.356, 0.269, 0.15, 0.228, 0.028]}",1,"(4.2, 6.0)",0.566,0,"(4.0, 6.7)",1.118,1,"(4.2, 6.0)",0.566,2,"(4.4, 5.3)",0.671,3,"(4.6, 4.7)",1.204,4,"(4.8, 4.0)",1.887,5,"(5.0, 3.3)",2.594,6,"(5.2, 2.7)",3.22,7,"(5.4, 2.0)",3.94,8,"(5.6, 1.3)",4.662,9,"(5.8, 0.7)",5.292
D,C,E,"[5.9, 3.8]","[-54, -55, -68, -66, -70, -77]","{0.495: [0.341, 0.304, 0.15, 0.158, 0.489, 0.027]}","{0.385: [0.407, 0.368, 0.261, 0.096, 0.061, 0.055]}","{0.333: [0.289, 0.247, 0.308, 0.175, 0.239, 0.069]}",5,"(5.0, 3.3)",1.03,0,"(4.0, 6.7)",3.467,1,"(4.2, 6.0)",2.78,2,"(4.4, 5.3)",2.121,3,"(4.6, 4.7)",1.581,4,"(4.8, 4.0)",1.118,5,"(5.0, 3.3)",1.03,6,"(5.2, 2.7)",1.304,7,"(5.4, 2.0)",1.868,8,"(5.6, 1.3)",2.518,9,"(5.8, 0.7)",3.102
E,D,C,"[1.8, 0.3]","[-52, -60, -66, -70, -73, -76]","{0.581: [0.366, 0.241, 0.175, 0.228, 0.553, 0.013]}","{0.375: [0.429, 0.31, 0.283, 0.041, 0.106, 0.041]}","{0.298: [0.297, 0.062, 0.043, 0.296, 0.141, 0.31]}",9,"(3.0, 5.3)",5.142,0,"(3.0, 8.3)",8.089,1,"(3.0, 8.0)",7.793,2,"(3.0, 7.7)",7.497,3,"(3.0, 7.3)",7.102,4,"(3.0, 7.0)",6.807,5,"(3.0, 6.7)",6.512,6,"(3.0, 6.3)",6.119,7,"(3.0, 6.0)",5.825,8,"(3.0, 5.7)",5.532,9,"(3.0, 5.3)",5.142
B,D,E,"[4.5, 1.5]","[-60, -62, -66, -65, -73, -75]","{0.475: [0.268, 0.215, 0.175, 0.14, 0.553, 0.0]}","{0.4: [0.579, 0.127, 0.143, 0.122, 0.12, 0.0]}","{0.302: [0.341, 0.287, 0.283, 0.11, 0.106, 0.027]}",0,"(2.0, 6.7)",5.77,0,"(2.0, 6.7)",5.77,1,"(2.4, 7.0)",5.887,2,"(2.8, 7.3)",6.044,3,"(3.2, 7.7)",6.335,4,"(3.6, 8.0)",6.562,5,"(4.0, 8.3)",6.818,6,"(4.4, 8.7)",7.201,7,"(4.8, 9.0)",7.506,8,"(5.2, 9.3)",7.831,9,"(5.6, 9.7)",8.273
E,B,D,"[5.1, 8.9]","[-68, -72, -73, -89, -88, -91]","{1.165: [0.171, 0.089, 0.087, 0.561, 0.872, 0.213]}","{0.911: [0.081, 0.125, 0.058, 0.648, 0.375, 0.569]}","{0.716: [0.789, 0.014, 0.052, 0.203, 0.06, 0.213]}",0,"(1.0, 5.0)",5.659,0,"(1.0, 5.0)",5.659,1,"(0.9, 4.5)",6.083,2,"(0.8, 4.0)",6.519,3,"(0.7, 3.5)",6.966,4,"(0.6, 3.0)",7.42,5,"(0.5, 2.5)",7.882,6,"(0.4, 2.0)",8.349,7,"(0.3, 1.5)",8.82,8,"(0.2, 1.0)",9.296,9,"(0.1, 0.5)",9.775
E,D,C,"[5.1, 1.9]","[-51, -60, -64, -65, -70, -80]","{0.504: [0.378, 0.241, 0.2, 0.14, 0.489, 0.067]}","{0.407: [0.44, 0.31, 0.304, 0.11, 0.061, 0.096]}","{0.301: [0.311, 0.062, 0.072, 0.204, 0.094, 0.379]}",9,"(3.0, 5.3)",3.996,0,"(3.0, 8.3)",6.736,1,"(3.0, 8.0)",6.451,2,"(3.0, 7.7)",6.168,3,"(3.0, 7.3)",5.794,4,"(3.0, 7.0)",5.515,5,"(3.0, 6.7)",5.239,6,"(3.0, 6.3)",4.875,7,"(3.0, 6.0)",4.607,8,"(3.0, 5.7)",4.342,9,"(3.0, 5.3)",3.996
E,C,D,"[3.2, 7.6]","[-53, -58, -61, -63, -74, -79]","{0.595: [0.354, 0.266, 0.237, 0.105, 0.574, 0.053]}","{0.441: [0.418, 0.333, 0.337, 0.137, 0.121, 0.082]}","{0.286: [0.284, 0.094, 0.116, 0.167, 0.156, 0.362]}",2,"(3.0, 7.7)",0.224,0,"(3.0, 8.3)",0.728,1,"(3.0, 8.0)",0.447,2,"(3.0, 7.7)",0.224,3,"(3.0, 7.3)",0.361,4,"(3.0, 7.0)",0.632,5,"(3.0, 6.7)",0.922,6,"(3.0, 6.3)",1.315,7,"(3.0, 6.0)",1.612,8,"(3.0, 5.7)",1.91,9,"(3.0, 5.3)",2.309
D,E,C,"[3.8, 5.6]","[-46, -47, -66, -68, -71, -74]","{0.686: [0.439, 0.405, 0.175, 0.193, 0.511, 0.013]}","{0.548: [0.495, 0.46, 0.283, 0.068, 0.076, 0.014]}","{0.43: [0.395, 0.356, 0.269, 0.15, 0.228, 0.028]}",1,"(4.2, 6.0)",0.566,0,"(4.0, 6.7)",1.118,1,"(4.2, 6.0)",0.566,2,"(4.4, 5.3)",0.671,3,"(4.6, 4.7)",1.204,4,"(4.8, 4.0)",1.887,5,"(5.0, 3.3)",2.594,6,"(5.2, 2.7)",3.22,7,"(5.4, 2.0)",3.94,8,"(5.6, 1.3)",4.662,9,"(5.8, 0.7)",5.292
E,D,C,"[1.4, 6.9]","[-48, -57, -68, -69, -76, -78]","{0.699: [0.415, 0.278, 0.15, 0.211, 0.617, 0.04]}","{0.442: [0.473, 0.345, 0.261, 0.055, 0.152, 0.068]}","{0.366: [0.351, 0.109, 0.014, 0.278, 0.188, 0.345]}",4,"(3.0, 7.0)",1.603,0,"(3.0, 8.3)",2.126,1,"(3.0, 8.0)",1.942,2,"(3.0, 7.7)",1.789,3,"(3.0, 7.3)",1.649,4,"(3.0, 7.0)",1.603,5,"(3.0, 6.7)",1.612,6,"(3.0, 6.3)",1.709,7,"(3.0, 6.0)",1.836,8,"(3.0, 5.7)",2.0,9,"(3.0, 5.3)",2.263
D,E,C,"[2.2, 3]","[-50, -65, -61, -65, -70, -72]","{0.5: [0.39, 0.177, 0.237, 0.14, 0.489, 0.04]}","{0.397: [0.451, 0.253, 0.337, 0.11, 0.061, 0.014]}","{0.251: [0.342, 0.11, 0.173, 0.188, 0.239, 0.0]}",4,"(4.8, 4.0)",2.786,0,"(4.0, 6.7)",4.115,1,"(4.2, 6.0)",3.606,2,"(4.4, 5.3)",3.183,3,"(4.6, 4.7)",2.941,4,"(4.8, 4.0)",2.786,5,"(5.0, 3.3)",2.816,6,"(5.2, 2.7)",3.015,7,"(5.4, 2.0)",3.353,8,"(5.6, 1.3)",3.801,9,"(5.8, 0.7)",4.272
E,D,C,"[0.3, 0.3]","[-46, -60, -71, -73, -74, -78]","{0.674: [0.439, 0.241, 0.113, 0.281, 0.574, 0.04]}","{0.415: [0.378, 0.062, 0.029, 0.352, 0.156, 0.345]}","{0.413: [0.495, 0.31, 0.228, 0.0, 0.121, 0.068]}",0,"(3.0, 8.3)",8.443,0,"(3.0, 8.3)",8.443,1,"(3.3, 8.5)",8.732,2,"(3.6, 8.7)",9.025,3,"(3.9, 8.8)",9.231,4,"(4.2, 9.0)",9.534,5,"(4.5, 9.2)",9.841,6,"(4.8, 9.3)",10.062,7,"(5.1, 9.5)",10.377,8,"(5.4, 9.7)",10.694,9,"(5.7, 9.8)",10.927
E,B,D,"[1.8, 4.8]","[-58, -69, -69, -74, -73, -74]","{0.516: [0.293, 0.127, 0.138, 0.298, 0.553, 0.013]}","{0.303: [0.526, 0.028, 0.104, 0.0, 0.12, 0.013]}","{0.286: [0.216, 0.078, 0.0, 0.37, 0.141, 0.276]}",4,"(1.8, 5.0)",0.2,0,"(1.0, 5.0)",0.825,1,"(1.2, 5.0)",0.632,2,"(1.4, 5.0)",0.447,3,"(1.6, 5.0)",0.283,4,"(1.8, 5.0)",0.2,5,"(2.0, 5.0)",0.283,6,"(2.2, 5.0)",0.447,7,"(2.4, 5.0)",0.632,8,"(2.6, 5.0)",0.825,9,"(2.8, 5.0)",1.02
E,D,C,"[3.9, 7]","[-48, -52, -55, -70, -79, -79]","{0.905: [0.415, 0.342, 0.312, 0.228, 0.681, 0.053]}","{0.596: [0.473, 0.402, 0.402, 0.041, 0.197, 0.082]}","{0.473: [0.351, 0.188, 0.203, 0.296, 0.234, 0.362]}",4,"(3.0, 7.0)",0.9,0,"(3.0, 8.3)",1.581,1,"(3.0, 8.0)",1.345,2,"(3.0, 7.7)",1.14,3,"(3.0, 7.3)",0.949,4,"(3.0, 7.0)",0.9,5,"(3.0, 6.7)",0.949,6,"(3.0, 6.3)",1.14,7,"(3.0, 6.0)",1.345,8,"(3.0, 5.7)",1.581,9,"(3.0, 5.3)",1.924
E,D,C,"[3.4, 9.8]","[-55, -64, -68, -74, -79, -89]","{0.754: [0.329, 0.19, 0.15, 0.298, 0.681, 0.187]}","{0.543: [0.257, 0.0, 0.014, 0.37, 0.234, 0.534]}","{0.382: [0.396, 0.264, 0.261, 0.014, 0.197, 0.219]}",2,"(3.6, 8.7)",1.118,0,"(3.0, 8.3)",1.552,1,"(3.3, 8.5)",1.304,2,"(3.6, 8.7)",1.118,3,"(3.9, 8.8)",1.118,4,"(4.2, 9.0)",1.131,5,"(4.5, 9.2)",1.253,6,"(4.8, 9.3)",1.487,7,"(5.1, 9.5)",1.726,8,"(5.4, 9.7)",2.002,9,"(5.7, 9.8)",2.3
E,D,C,"[1.6, 5.8]","[-51, -56, -60, -63, -70, -80]","{0.544: [0.378, 0.291, 0.25, 0.105, 0.489, 0.067]}","{0.474: [0.44, 0.356, 0.348, 0.137, 0.061, 0.096]}","{0.311: [0.311, 0.125, 0.13, 0.167, 0.094, 0.379]}",8,"(3.0, 5.7)",1.404,0,"(3.0, 8.3)",2.865,1,"(3.0, 8.0)",2.608,2,"(3.0, 7.7)",2.36,3,"(3.0, 7.3)",2.052,4,"(3.0, 7.0)",1.844,5,"(3.0, 6.7)",1.664,6,"(3.0, 6.3)",1.487,7,"(3.0, 6.0)",1.414,8,"(3.0, 5.7)",1.404,9,"(3.0, 5.3)",1.487
C,E,D,"[2.1, 4.3]","[-55, -58, -64, -69, -70, -78]","{0.505: [0.329, 0.266, 0.2, 0.211, 0.489, 0.04]}","{0.372: [0.396, 0.333, 0.304, 0.055, 0.061, 0.068]}","{0.294: [0.447, 0.183, 0.169, 0.068, 0.157, 0.04]}",3,"(1.4, 4.7)",0.806,0,"(2.0, 6.7)",2.402,1,"(1.8, 6.0)",1.726,2,"(1.6, 5.3)",1.118,3,"(1.4, 4.7)",0.806,4,"(1.2, 4.0)",0.949,5,"(1.0, 3.3)",1.487,6,"(0.8, 2.7)",2.062,7,"(0.6, 2.0)",2.746,8,"(0.4, 1.3)",3.448,9,"(0.2, 0.7)",4.071
E,D,C,"[3.7, 4.9]","[-52, -58, -62, -69, -74, -85]","{0.648: [0.366, 0.266, 0.225, 0.211, 0.574, 0.133]}","{0.446: [0.429, 0.333, 0.326, 0.055, 0.121, 0.164]}","{0.425: [0.297, 0.094, 0.101, 0.278, 0.156, 0.466]}",9,"(3.0, 5.3)",0.806,0,"(3.0, 8.3)",3.471,1,"(3.0, 8.0)",3.178,2,"(3.0, 7.7)",2.886,3,"(3.0, 7.3)",2.5,4,"(3.0, 7.0)",2.214,5,"(3.0, 6.7)",1.931,6,"(3.0, 6.3)",1.565,7,"(3.0, 6.0)",1.304,8,"(3.0, 5.7)",1.063,9,"(3.0, 5.3)",0.806
E,C,D,"[5, 3.3]","[-57, -63, -68, -71, -73, -89]","{0.558: [0.305, 0.203, 0.15, 0.246, 0.553, 0.187]}","{0.457: [0.23, 0.016, 0.014, 0.315, 0.141, 0.534]}","{0.344: [0.374, 0.276, 0.261, 0.027, 0.106, 0.219]}",0,"(3.0, 8.3)",5.385,0,"(3.0, 8.3)",5.385,1,"(3.3, 8.5)",5.471,2,"(3.6, 8.7)",5.579,3,"(3.9, 8.8)",5.609,4,"(4.2, 9.0)",5.756,5,"(4.5, 9.2)",5.921,6,"(4.8, 9.3)",6.003,7,"(5.1, 9.5)",6.201,8,"(5.4, 9.7)",6.412,9,"(5.7, 9.8)",6.538
E,D,C,"[3.7, 4.9]","[-52, -58, -62, -69, -75, -85]","{0.674: [0.366, 0.266, 0.225, 0.211, 0.596, 0.133]}","{0.449: [0.429, 0.333, 0.326, 0.055, 0.136, 0.164]}","{0.431: [0.297, 0.094, 0.101, 0.278, 0.172, 0.466]}",9,"(3.0, 5.3)",0.806,0,"(3.0, 8.3)",3.471,1,"(3.0, 8.0)",3.178,2,"(3.0, 7.7)",2.886,3,"(3.0, 7.3)",2.5,4,"(3.0, 7.0)",2.214,5,"(3.0, 6.7)",1.931,6,"(3.0, 6.3)",1.565,7,"(3.0, 6.0)",1.304,8,"(3.0, 5.7)",1.063,9,"(3.0, 5.3)",0.806
B,E,D,"[0.2, 3.9]","[-66, -64, -64, -70, -76, -77]","{0.593: [0.737, 0.099, 0.169, 0.054, 0.084, 0.027]}","{0.548: [0.195, 0.19, 0.2, 0.228, 0.617, 0.027]}","{0.266: [0.275, 0.264, 0.304, 0.041, 0.152, 0.055]}",0,"(2.0, 6.7)",3.329,0,"(2.0, 6.7)",3.329,1,"(2.4, 7.0)",3.801,2,"(2.8, 7.3)",4.28,3,"(3.2, 7.7)",4.841,4,"(3.6, 8.0)",5.326,5,"(4.0, 8.3)",5.814,6,"(4.4, 8.7)",6.378,7,"(4.8, 9.0)",6.868,8,"(5.2, 9.3)",7.359,9,"(5.6, 9.7)",7.925
E,D,C,"[0.95, 6.2]","[-51, -59, -61, -68, -74, -75]","{0.629: [0.378, 0.253, 0.237, 0.193, 0.574, 0.0]}","{0.433: [0.44, 0.322, 0.337, 0.068, 0.121, 0.027]}","{0.293: [0.311, 0.078, 0.116, 0.259, 0.156, 0.293]}",6,"(3.0, 6.3)",2.052,0,"(3.0, 8.3)",2.935,1,"(3.0, 8.0)",2.728,2,"(3.0, 7.7)",2.54,3,"(3.0, 7.3)",2.326,4,"(3.0, 7.0)",2.201,5,"(3.0, 6.7)",2.11,6,"(3.0, 6.3)",2.052,7,"(3.0, 6.0)",2.06,8,"(3.0, 5.7)",2.11,9,"(3.0, 5.3)",2.239
E,D,C,"[1.6, 5.8]","[-51, -55, -58, -62, -70, -80]","{0.562: [0.378, 0.304, 0.275, 0.088, 0.489, 0.067]}","{0.502: [0.44, 0.368, 0.37, 0.151, 0.061, 0.096]}","{0.317: [0.311, 0.141, 0.159, 0.148, 0.094, 0.379]}",8,"(3.0, 5.7)",1.404,0,"(3.0, 8.3)",2.865,1,"(3.0, 8.0)",2.608,2,"(3.0, 7.7)",2.36,3,"(3.0, 7.3)",2.052,4,"(3.0, 7.0)",1.844,5,"(3.0, 6.7)",1.664,6,"(3.0, 6.3)",1.487,7,"(3.0, 6.0)",1.414,8,"(3.0, 5.7)",1.404,9,"(3.0, 5.3)",1.487
E,D,C,"[5.9, 1.6]","[-31, -65, -68, -73, -87, -92]","{1.295: [0.622, 0.177, 0.15, 0.281, 0.851, 0.227]}","{0.934: [0.581, 0.016, 0.014, 0.352, 0.359, 0.586]}","{0.735: [0.659, 0.253, 0.261, 0.0, 0.318, 0.26]}",0,"(3.0, 8.3)",7.301,0,"(3.0, 8.3)",7.301,1,"(3.3, 8.5)",7.374,2,"(3.6, 8.7)",7.463,3,"(3.9, 8.8)",7.473,4,"(4.2, 9.0)",7.593,5,"(4.5, 9.2)",7.728,6,"(4.8, 9.3)",7.778,7,"(5.1, 9.5)",7.94,8,"(5.4, 9.7)",8.115,9,"(5.7, 9.8)",8.202
E,C,D,"[2.1, 4.3]","[-54, -58, -62, -68, -71, -77]","{0.537: [0.341, 0.266, 0.225, 0.193, 0.511, 0.027]}","{0.397: [0.407, 0.333, 0.326, 0.068, 0.076, 0.055]}","{0.279: [0.27, 0.094, 0.101, 0.259, 0.109, 0.328]}",9,"(3.0, 5.3)",1.345,0,"(3.0, 8.3)",4.1,1,"(3.0, 8.0)",3.808,2,"(3.0, 7.7)",3.517,3,"(3.0, 7.3)",3.132,4,"(3.0, 7.0)",2.846,5,"(3.0, 6.7)",2.563,6,"(3.0, 6.3)",2.193,7,"(3.0, 6.0)",1.924,8,"(3.0, 5.7)",1.664,9,"(3.0, 5.3)",1.345
D,E,C,"[2.2, 3]","[-51, -63, -61, -65, -69, -74]","{0.479: [0.378, 0.203, 0.237, 0.14, 0.468, 0.013]}","{0.398: [0.44, 0.276, 0.337, 0.11, 0.045, 0.014]}","{0.255: [0.329, 0.137, 0.173, 0.188, 0.25, 0.028]}",4,"(4.8, 4.0)",2.786,0,"(4.0, 6.7)",4.115,1,"(4.2, 6.0)",3.606,2,"(4.4, 5.3)",3.183,3,"(4.6, 4.7)",2.941,4,"(4.8, 4.0)",2.786,5,"(5.0, 3.3)",2.816,6,"(5.2, 2.7)",3.015,7,"(5.4, 2.0)",3.353,8,"(5.6, 1.3)",3.801,9,"(5.8, 0.7)",4.272
E,D,C,"[0.5, 8.6]","[-43, -68, -65, -71, -71, -87]","{0.629: [0.476, 0.139, 0.188, 0.246, 0.511, 0.16]}","{0.544: [0.419, 0.062, 0.058, 0.315, 0.109, 0.5]}","{0.456: [0.527, 0.218, 0.293, 0.027, 0.076, 0.192]}",0,"(3.0, 8.3)",2.518,0,"(3.0, 8.3)",2.518,1,"(3.3, 8.5)",2.802,2,"(3.6, 8.7)",3.102,3,"(3.9, 8.8)",3.406,4,"(4.2, 9.0)",3.722,5,"(4.5, 9.2)",4.045,6,"(4.8, 9.3)",4.357,7,"(5.1, 9.5)",4.687,8,"(5.4, 9.7)",5.022,9,"(5.7, 9.8)",5.337
E,D,C,"[1.1, 8.8]","[-53, -51, -62, -68, -69, -83]","{0.568: [0.354, 0.354, 0.225, 0.193, 0.468, 0.107]}","{0.478: [0.418, 0.414, 0.326, 0.068, 0.045, 0.137]}","{0.391: [0.284, 0.203, 0.101, 0.259, 0.078, 0.431]}",0,"(3.0, 8.3)",1.965,0,"(3.0, 8.3)",1.965,1,"(3.0, 8.0)",2.062,2,"(3.0, 7.7)",2.195,3,"(3.0, 7.3)",2.421,4,"(3.0, 7.0)",2.617,5,"(3.0, 6.7)",2.832,6,"(3.0, 6.3)",3.14,7,"(3.0, 6.0)",3.384,8,"(3.0, 5.7)",3.636,9,"(3.0, 5.3)",3.982
D,E,C,"[5.8, 7.5]","[-52, -60, -68, -70, -70, -71]","{0.508: [0.366, 0.241, 0.15, 0.228, 0.489, 0.053]}","{0.355: [0.429, 0.31, 0.261, 0.041, 0.061, 0.027]}","{0.3: [0.316, 0.178, 0.308, 0.125, 0.239, 0.014]}",0,"(4.0, 6.7)",1.97,0,"(4.0, 6.7)",1.97,1,"(4.2, 6.0)",2.193,2,"(4.4, 5.3)",2.608,3,"(4.6, 4.7)",3.046,4,"(4.8, 4.0)",3.64,5,"(5.0, 3.3)",4.276,6,"(5.2, 2.7)",4.837,7,"(5.4, 2.0)",5.515,8,"(5.6, 1.3)",6.203,9,"(5.8, 0.7)",6.8
C,D,E,"[1.8, 0.3]","[-56, -63, -68, -68, -70, -73]","{0.44: [0.317, 0.203, 0.15, 0.193, 0.489, 0.027]}","{0.301: [0.385, 0.276, 0.261, 0.068, 0.061, 0.0]}","{0.285: [0.474, 0.113, 0.117, 0.081, 0.157, 0.027]}",9,"(0.2, 0.7)",1.649,0,"(2.0, 6.7)",6.403,1,"(1.8, 6.0)",5.7,2,"(1.6, 5.3)",5.004,3,"(1.4, 4.7)",4.418,4,"(1.2, 4.0)",3.748,5,"(1.0, 3.3)",3.105,6,"(0.8, 2.7)",2.6,7,"(0.6, 2.0)",2.081,8,"(0.4, 1.3)",1.72,9,"(0.2, 0.7)",1.649
E,C,D,"[0.4, 7.6]","[-56, -52, -63, -70, -82, -82]","{0.878: [0.317, 0.342, 0.212, 0.228, 0.745, 0.093]}","{0.485: [0.385, 0.402, 0.315, 0.041, 0.242, 0.123]}","{0.44: [0.243, 0.188, 0.087, 0.296, 0.281, 0.414]}",2,"(3.0, 7.7)",2.602,0,"(3.0, 8.3)",2.693,1,"(3.0, 8.0)",2.631,2,"(3.0, 7.7)",2.602,3,"(3.0, 7.3)",2.617,4,"(3.0, 7.0)",2.668,5,"(3.0, 6.7)",2.751,6,"(3.0, 6.3)",2.907,7,"(3.0, 6.0)",3.053,8,"(3.0, 5.7)",3.22,9,"(3.0, 5.3)",3.471
D,E,C,"[2.3, 3.8]","[-46, -62, -65, -65, -65, -81]","{0.447: [0.439, 0.215, 0.188, 0.14, 0.383, 0.08]}","{0.437: [0.495, 0.287, 0.293, 0.11, 0.015, 0.11]}","{0.378: [0.395, 0.151, 0.25, 0.188, 0.293, 0.125]}",3,"(4.6, 4.7)",2.47,0,"(4.0, 6.7)",3.362,1,"(4.2, 6.0)",2.907,2,"(4.4, 5.3)",2.581,3,"(4.6, 4.7)",2.47,4,"(4.8, 4.0)",2.508,5,"(5.0, 3.3)",2.746,6,"(5.2, 2.7)",3.102,7,"(5.4, 2.0)",3.585,8,"(5.6, 1.3)",4.14,9,"(5.8, 0.7)",4.675
E,D,C,"[1.4, 5.1]","[-50, -69, -67, -69, -73, -75]","{0.546: [0.39, 0.127, 0.163, 0.211, 0.553, 0.0]}","{0.335: [0.451, 0.207, 0.272, 0.055, 0.106, 0.027]}","{0.295: [0.324, 0.078, 0.029, 0.278, 0.141, 0.293]}",9,"(3.0, 5.3)",1.612,0,"(3.0, 8.3)",3.578,1,"(3.0, 8.0)",3.312,2,"(3.0, 7.7)",3.053,3,"(3.0, 7.3)",2.72,4,"(3.0, 7.0)",2.484,5,"(3.0, 6.7)",2.263,6,"(3.0, 6.3)",2.0,7,"(3.0, 6.0)",1.836,8,"(3.0, 5.7)",1.709,9,"(3.0, 5.3)",1.612
B,E,D,"[0.5, 6.95]","[-59, -60, -61, -67, -72, -78]","{0.508: [0.28, 0.241, 0.237, 0.175, 0.532, 0.04]}","{0.402: [0.553, 0.155, 0.208, 0.095, 0.133, 0.04]}","{0.354: [0.352, 0.31, 0.337, 0.082, 0.091, 0.068]}",0,"(2.0, 6.7)",1.521,0,"(2.0, 6.7)",1.521,1,"(2.4, 7.0)",1.901,2,"(2.8, 7.3)",2.326,3,"(3.2, 7.7)",2.802,4,"(3.6, 8.0)",3.273,5,"(4.0, 8.3)",3.751,6,"(4.4, 8.7)",4.275,7,"(4.8, 9.0)",4.764,8,"(5.2, 9.3)",5.255,9,"(5.6, 9.7)",5.794
E,D,C,"[3.7, 4.9]","[-52, -58, -62, -69, -74, -86]","{0.652: [0.366, 0.266, 0.225, 0.211, 0.574, 0.147]}","{0.451: [0.429, 0.333, 0.326, 0.055, 0.121, 0.178]}","{0.441: [0.297, 0.094, 0.101, 0.278, 0.156, 0.483]}",9,"(3.0, 5.3)",0.806,0,"(3.0, 8.3)",3.471,1,"(3.0, 8.0)",3.178,2,"(3.0, 7.7)",2.886,3,"(3.0, 7.3)",2.5,4,"(3.0, 7.0)",2.214,5,"(3.0, 6.7)",1.931,6,"(3.0, 6.3)",1.565,7,"(3.0, 6.0)",1.304,8,"(3.0, 5.7)",1.063,9,"(3.0, 5.3)",0.806
E,D,C,"[4.4, 6.4]","[-48, -61, -64, -67, -71, -81]","{0.562: [0.415, 0.228, 0.2, 0.175, 0.511, 0.08]}","{0.43: [0.473, 0.299, 0.304, 0.082, 0.076, 0.11]}","{0.358: [0.351, 0.047, 0.072, 0.241, 0.109, 0.397]}",6,"(3.0, 6.3)",1.404,0,"(3.0, 8.3)",2.36,1,"(3.0, 8.0)",2.126,2,"(3.0, 7.7)",1.91,3,"(3.0, 7.3)",1.664,4,"(3.0, 7.0)",1.523,5,"(3.0, 6.7)",1.432,6,"(3.0, 6.3)",1.404,7,"(3.0, 6.0)",1.456,8,"(3.0, 5.7)",1.565,9,"(3.0, 5.3)",1.78
E,B,D,"[3.9, 1.9]","[-64, -69, -71, -79, -80, -73]","{0.72: [0.22, 0.127, 0.113, 0.386, 0.702, 0.027]}","{0.482: [0.684, 0.028, 0.078, 0.068, 0.036, 0.027]}","{0.368: [0.135, 0.078, 0.029, 0.463, 0.25, 0.259]}",9,"(2.8, 5.0)",3.289,0,"(1.0, 5.0)",4.245,1,"(1.2, 5.0)",4.111,2,"(1.4, 5.0)",3.982,3,"(1.6, 5.0)",3.86,4,"(1.8, 5.0)",3.744,5,"(2.0, 5.0)",3.636,6,"(2.2, 5.0)",3.536,7,"(2.4, 5.0)",3.444,8,"(2.6, 5.0)",3.362,9,"(2.8, 5.0)",3.289
E,D,C,"[5.05, 7.1]","[-44, -54, -65, -69, -70, -84]","{0.647: [0.463, 0.316, 0.188, 0.211, 0.489, 0.12]}","{0.526: [0.516, 0.379, 0.293, 0.055, 0.061, 0.151]}","{0.478: [0.405, 0.156, 0.058, 0.278, 0.094, 0.448]}",4,"(3.0, 7.0)",2.052,0,"(3.0, 8.3)",2.375,1,"(3.0, 8.0)",2.239,2,"(3.0, 7.7)",2.136,3,"(3.0, 7.3)",2.06,4,"(3.0, 7.0)",2.052,5,"(3.0, 6.7)",2.089,6,"(3.0, 6.3)",2.201,7,"(3.0, 6.0)",2.326,8,"(3.0, 5.7)",2.482,9,"(3.0, 5.3)",2.728
