Shift_Point1,Shift_Point2,Toward_Point,Actual_Coord,RSSI,Normalized1,Normalized2,Normalized3,Best_Shift,Best_coord,Best_accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy,Shift,Coord,Accuracy
B,A,E,"[2.2, 7.4]","[-50, -61, -58, -70, -72, -86]","{0.471: [0.451, 0.299, 0.37, 0.041, 0.091, 0.178]}","{0.637: [0.39, 0.228, 0.275, 0.228, 0.532, 0.147]}","{0.469: [0.324, 0.047, 0.159, 0.296, 0.125, 0.483]}",3,"(3.0, 7.3)",0.806,0,"(3.0, 8.3)",1.204,1,"(3.0, 8.0)",1.0,2,"(3.0, 7.7)",0.854,3,"(3.0, 7.3)",0.806,4,"(3.0, 7.0)",0.894,5,"(3.0, 6.7)",1.063,6,"(3.0, 6.3)",1.36,7,"(3.0, 6.0)",1.612,8,"(3.0, 5.7)",1.879,9,"(3.0, 5.3)",2.247
B,A,E,"[1.4, 6.9]","[-48, -57, -68, -70, -75, -78]","{0.436: [0.473, 0.345, 0.261, 0.041, 0.136, 0.068]}","{0.68: [0.415, 0.278, 0.15, 0.228, 0.596, 0.04]}","{0.372: [0.351, 0.109, 0.014, 0.296, 0.172, 0.345]}",4,"(3.0, 7.0)",1.603,0,"(3.0, 8.3)",2.126,1,"(3.0, 8.0)",1.942,2,"(3.0, 7.7)",1.789,3,"(3.0, 7.3)",1.649,4,"(3.0, 7.0)",1.603,5,"(3.0, 6.7)",1.612,6,"(3.0, 6.3)",1.709,7,"(3.0, 6.0)",1.836,8,"(3.0, 5.7)",2.0,9,"(3.0, 5.3)",2.263
A,C,E,"[1.8, 4.8]","[-55, -75, -65, -73, -71, -72]","{0.488: [0.329, 0.051, 0.188, 0.281, 0.511, 0.04]}","{0.25: [0.447, 0.056, 0.156, 0.014, 0.145, 0.04]}","{0.293: [0.257, 0.172, 0.058, 0.352, 0.109, 0.241]}",4,"(1.8, 5.0)",0.2,0,"(1.0, 5.0)",0.825,1,"(1.2, 5.0)",0.632,2,"(1.4, 5.0)",0.447,3,"(1.6, 5.0)",0.283,4,"(1.8, 5.0)",0.2,5,"(2.0, 5.0)",0.283,6,"(2.2, 5.0)",0.447,7,"(2.4, 5.0)",0.632,8,"(2.6, 5.0)",0.825,9,"(2.8, 5.0)",1.02
E,B,A,"[2.2, 8.9]","[-58, -67, -69, -76, -77, -88]","{0.523: [0.216, 0.047, 0.0, 0.407, 0.203, 0.517]}","{0.319: [0.363, 0.23, 0.25, 0.041, 0.167, 0.205]}","{0.676: [0.293, 0.152, 0.138, 0.333, 0.638, 0.173]}",3,"(2.1, 8.8)",0.141,0,"(3.0, 8.3)",1.0,1,"(2.7, 8.5)",0.64,2,"(2.4, 8.7)",0.283,3,"(2.1, 8.8)",0.141,4,"(1.8, 9.0)",0.412,5,"(1.5, 9.2)",0.762,6,"(1.2, 9.3)",1.077,7,"(0.9, 9.5)",1.432,8,"(0.6, 9.7)",1.789,9,"(0.3, 9.8)",2.102
B,E,A,"[0.5, 6.95]","[-58, -60, -61, -67, -72, -78]","{0.362: [0.363, 0.31, 0.337, 0.082, 0.091, 0.068]}","{0.257: [0.216, 0.062, 0.116, 0.241, 0.125, 0.345]}","{0.516: [0.293, 0.241, 0.237, 0.175, 0.532, 0.04]}",4,"(1.8, 9.0)",2.427,0,"(3.0, 8.3)",2.841,1,"(2.7, 8.5)",2.691,2,"(2.4, 8.7)",2.583,3,"(2.1, 8.8)",2.446,4,"(1.8, 9.0)",2.427,5,"(1.5, 9.2)",2.462,6,"(1.2, 9.3)",2.452,7,"(0.9, 9.5)",2.581,8,"(0.6, 9.7)",2.752,9,"(0.3, 9.8)",2.857
A,E,B,"[5.6, 9.5]","[-63, -69, -69, -83, -92, -96]","{1.291: [0.232, 0.127, 0.138, 0.456, 0.957, 0.28]}","{0.937: [0.149, 0.078, 0.0, 0.537, 0.438, 0.655]}","{0.473: [0.308, 0.207, 0.25, 0.137, 0.394, 0.315]}",8,"(5.4, 9.7)",0.283,0,"(3.0, 8.3)",2.864,1,"(3.3, 8.5)",2.508,2,"(3.6, 8.7)",2.154,3,"(3.9, 8.8)",1.838,4,"(4.2, 9.0)",1.487,5,"(4.5, 9.2)",1.14,6,"(4.8, 9.3)",0.825,7,"(5.1, 9.5)",0.5,8,"(5.4, 9.7)",0.283,9,"(5.7, 9.8)",0.316
A,B,E,"[3.8, 5.6]","[-46, -47, -66, -68, -70, -75]","{0.664: [0.439, 0.405, 0.175, 0.193, 0.489, 0.0]}","{0.547: [0.495, 0.46, 0.283, 0.068, 0.061, 0.027]}","{0.378: [0.378, 0.266, 0.043, 0.259, 0.094, 0.293]}",8,"(3.0, 5.7)",0.806,0,"(3.0, 8.3)",2.816,1,"(3.0, 8.0)",2.53,2,"(3.0, 7.7)",2.247,3,"(3.0, 7.3)",1.879,4,"(3.0, 7.0)",1.612,5,"(3.0, 6.7)",1.36,6,"(3.0, 6.3)",1.063,7,"(3.0, 6.0)",0.894,8,"(3.0, 5.7)",0.806,9,"(3.0, 5.3)",0.854
B,A,E,"[1.4, 6.9]","[-46, -56, -66, -71, -77, -80]","{0.49: [0.495, 0.356, 0.283, 0.027, 0.167, 0.096]}","{0.781: [0.439, 0.291, 0.175, 0.246, 0.638, 0.067]}","{0.445: [0.378, 0.125, 0.043, 0.315, 0.203, 0.379]}",4,"(3.0, 7.0)",1.603,0,"(3.0, 8.3)",2.126,1,"(3.0, 8.0)",1.942,2,"(3.0, 7.7)",1.789,3,"(3.0, 7.3)",1.649,4,"(3.0, 7.0)",1.603,5,"(3.0, 6.7)",1.612,6,"(3.0, 6.3)",1.709,7,"(3.0, 6.0)",1.836,8,"(3.0, 5.7)",2.0,9,"(3.0, 5.3)",2.263
C,E,D,"[5.8, 2.4]","[-63, -66, -67, -67, -70, -73]","{0.49: [0.658, 0.07, 0.13, 0.095, 0.157, 0.027]}","{0.158: [0.149, 0.031, 0.029, 0.241, 0.094, 0.259]}","{0.205: [0.171, 0.096, 0.288, 0.163, 0.239, 0.014]}",6,"(4.8, 0.7)",1.972,0,"(3.0, 1.7)",2.886,1,"(3.3, 1.5)",2.657,2,"(3.6, 1.3)",2.46,3,"(3.9, 1.2)",2.247,4,"(4.2, 1.0)",2.126,5,"(4.5, 0.8)",2.062,6,"(4.8, 0.7)",1.972,7,"(5.1, 0.5)",2.025,8,"(5.4, 0.3)",2.138,9,"(5.7, 0.2)",2.202
A,B,E,"[3.9, 7]","[-48, -52, -55, -70, -79, -79]","{0.905: [0.415, 0.342, 0.312, 0.228, 0.681, 0.053]}","{0.596: [0.473, 0.402, 0.402, 0.041, 0.197, 0.082]}","{0.473: [0.351, 0.188, 0.203, 0.296, 0.234, 0.362]}",4,"(3.0, 7.0)",0.9,0,"(3.0, 8.3)",1.581,1,"(3.0, 8.0)",1.345,2,"(3.0, 7.7)",1.14,3,"(3.0, 7.3)",0.949,4,"(3.0, 7.0)",0.9,5,"(3.0, 6.7)",0.949,6,"(3.0, 6.3)",1.14,7,"(3.0, 6.0)",1.345,8,"(3.0, 5.7)",1.581,9,"(3.0, 5.3)",1.924
A,E,B,"[4.2, 9.1]","[-54, -68, -70, -80, -81, -93]","{0.895: [0.341, 0.139, 0.125, 0.404, 0.723, 0.24]}","{0.743: [0.27, 0.062, 0.014, 0.481, 0.266, 0.603]}","{0.407: [0.407, 0.218, 0.239, 0.096, 0.227, 0.274]}",4,"(4.2, 9.0)",0.1,0,"(3.0, 8.3)",1.442,1,"(3.3, 8.5)",1.082,2,"(3.6, 8.7)",0.721,3,"(3.9, 8.8)",0.424,4,"(4.2, 9.0)",0.1,5,"(4.5, 9.2)",0.316,6,"(4.8, 9.3)",0.632,7,"(5.1, 9.5)",0.985,8,"(5.4, 9.7)",1.342,9,"(5.7, 9.8)",1.655
A,C,E,"[0.2, 3.9]","[-71, -65, -65, -70, -74, -74]","{0.465: [0.134, 0.177, 0.188, 0.228, 0.574, 0.013]}","{0.799: [0.868, 0.085, 0.156, 0.054, 0.108, 0.013]}","{0.193: [0.041, 0.016, 0.058, 0.296, 0.156, 0.276]}",0,"(1.0, 5.0)",1.36,0,"(1.0, 5.0)",1.36,1,"(1.2, 5.0)",1.487,2,"(1.4, 5.0)",1.628,3,"(1.6, 5.0)",1.78,4,"(1.8, 5.0)",1.942,5,"(2.0, 5.0)",2.11,6,"(2.2, 5.0)",2.283,7,"(2.4, 5.0)",2.46,8,"(2.6, 5.0)",2.64,9,"(2.8, 5.0)",2.823
C,E,D,"[4.5, 1.5]","[-60, -62, -66, -65, -73, -75]","{0.4: [0.579, 0.127, 0.143, 0.122, 0.12, 0.0]}","{0.187: [0.189, 0.031, 0.043, 0.204, 0.141, 0.293]}","{0.22: [0.211, 0.151, 0.269, 0.188, 0.207, 0.042]}",4,"(4.2, 1.0)",0.583,0,"(3.0, 1.7)",1.513,1,"(3.3, 1.5)",1.2,2,"(3.6, 1.3)",0.922,3,"(3.9, 1.2)",0.671,4,"(4.2, 1.0)",0.583,5,"(4.5, 0.8)",0.7,6,"(4.8, 0.7)",0.854,7,"(5.1, 0.5)",1.166,8,"(5.4, 0.3)",1.5,9,"(5.7, 0.2)",1.769
D,C,E,"[2.3, 3.8]","[-48, -62, -65, -66, -66, -86]","{0.369: [0.368, 0.151, 0.25, 0.175, 0.283, 0.194]}","{0.185: [0.263, 0.127, 0.156, 0.108, 0.205, 0.147]}","{0.41: [0.351, 0.031, 0.058, 0.222, 0.031, 0.483]}",6,"(3.0, 3.7)",0.707,0,"(3.0, 1.7)",2.214,1,"(3.0, 2.0)",1.931,2,"(3.0, 2.3)",1.655,3,"(3.0, 2.7)",1.304,4,"(3.0, 3.0)",1.063,5,"(3.0, 3.3)",0.86,6,"(3.0, 3.7)",0.707,7,"(3.0, 4.0)",0.728,8,"(3.0, 4.3)",0.86,9,"(3.0, 4.7)",1.14
D,E,C,"[0.4, 1.7]","[-49, -65, -68, -71, -81, -98]","{0.39: [0.355, 0.11, 0.308, 0.113, 0.12, 0.361]}","{0.76: [0.338, 0.016, 0.014, 0.315, 0.266, 0.69]}","{0.202: [0.289, 0.085, 0.117, 0.041, 0.024, 0.307]}",6,"(1.2, 0.7)",1.281,0,"(3.0, 1.7)",2.6,1,"(2.7, 1.5)",2.309,2,"(2.4, 1.3)",2.04,3,"(2.1, 1.2)",1.772,4,"(1.8, 1.0)",1.565,5,"(1.5, 0.8)",1.421,6,"(1.2, 0.7)",1.281,7,"(0.9, 0.5)",1.3,8,"(0.6, 0.3)",1.414,9,"(0.3, 0.2)",1.503
A,E,B,"[5.1, 8.9]","[-67, -72, -72, -87, -88, -91]","{1.133: [0.183, 0.089, 0.1, 0.526, 0.872, 0.213]}","{0.865: [0.095, 0.125, 0.043, 0.611, 0.375, 0.569]}","{0.356: [0.264, 0.172, 0.217, 0.192, 0.333, 0.247]}",6,"(4.8, 9.3)",0.5,0,"(3.0, 8.3)",2.184,1,"(3.3, 8.5)",1.844,2,"(3.6, 8.7)",1.513,3,"(3.9, 8.8)",1.204,4,"(4.2, 9.0)",0.906,5,"(4.5, 9.2)",0.671,6,"(4.8, 9.3)",0.5,7,"(5.1, 9.5)",0.6,8,"(5.4, 9.7)",0.854,9,"(5.7, 9.8)",1.082
E,D,C,"[1.8, 0.3]","[-55, -62, -67, -68, -71, -75]","{0.233: [0.257, 0.031, 0.029, 0.259, 0.109, 0.293]}","{0.258: [0.276, 0.151, 0.288, 0.15, 0.228, 0.042]}","{0.261: [0.447, 0.127, 0.13, 0.081, 0.145, 0.0]}",5,"(1.5, 0.8)",0.583,0,"(3.0, 1.7)",1.844,1,"(2.7, 1.5)",1.5,2,"(2.4, 1.3)",1.166,3,"(2.1, 1.2)",0.949,4,"(1.8, 1.0)",0.7,5,"(1.5, 0.8)",0.583,6,"(1.2, 0.7)",0.721,7,"(0.9, 0.5)",0.922,8,"(0.6, 0.3)",1.2,9,"(0.3, 0.2)",1.503
B,A,E,"[2.1, 6.1]","[-54, -61, -67, -72, -75, -86]","{0.379: [0.407, 0.299, 0.272, 0.014, 0.136, 0.178]}","{0.641: [0.341, 0.228, 0.163, 0.263, 0.596, 0.147]}","{0.45: [0.27, 0.047, 0.029, 0.333, 0.172, 0.483]}",7,"(3.0, 6.0)",0.906,0,"(3.0, 8.3)",2.377,1,"(3.0, 8.0)",2.102,2,"(3.0, 7.7)",1.836,3,"(3.0, 7.3)",1.5,4,"(3.0, 7.0)",1.273,5,"(3.0, 6.7)",1.082,6,"(3.0, 6.3)",0.922,7,"(3.0, 6.0)",0.906,8,"(3.0, 5.7)",0.985,9,"(3.0, 5.3)",1.204
A,B,E,"[5.4, 6.5]","[-53, -57, -66, -67, -68, -90]","{0.504: [0.354, 0.278, 0.175, 0.175, 0.447, 0.2]}","{0.436: [0.418, 0.345, 0.283, 0.082, 0.03, 0.233]}","{0.462: [0.284, 0.109, 0.043, 0.241, 0.062, 0.552]}",5,"(3.0, 6.7)",2.408,0,"(3.0, 8.3)",3.0,1,"(3.0, 8.0)",2.83,2,"(3.0, 7.7)",2.683,3,"(3.0, 7.3)",2.53,4,"(3.0, 7.0)",2.452,5,"(3.0, 6.7)",2.408,6,"(3.0, 6.3)",2.408,7,"(3.0, 6.0)",2.452,8,"(3.0, 5.7)",2.53,9,"(3.0, 5.3)",2.683
D,E,C,"[0.3, 0.3]","[-46, -60, -71, -73, -74, -77]","{0.372: [0.395, 0.178, 0.365, 0.087, 0.196, 0.069]}","{0.404: [0.378, 0.062, 0.029, 0.352, 0.156, 0.328]}","{0.088: [0.211, 0.155, 0.078, 0.014, 0.108, 0.027]}",9,"(0.3, 0.2)",0.1,0,"(3.0, 1.7)",3.041,1,"(2.7, 1.5)",2.683,2,"(2.4, 1.3)",2.326,3,"(2.1, 1.2)",2.012,4,"(1.8, 1.0)",1.655,5,"(1.5, 0.8)",1.3,6,"(1.2, 0.7)",0.985,7,"(0.9, 0.5)",0.632,8,"(0.6, 0.3)",0.3,9,"(0.3, 0.2)",0.1
D,C,E,"[2.1, 4.3]","[-54, -57, -63, -69, -71, -80]","{0.26: [0.289, 0.219, 0.212, 0.138, 0.228, 0.111]}","{0.279: [0.421, 0.197, 0.182, 0.068, 0.145, 0.067]}","{0.326: [0.27, 0.109, 0.087, 0.278, 0.109, 0.379]}",8,"(3.0, 4.3)",0.9,0,"(3.0, 1.7)",2.751,1,"(3.0, 2.0)",2.47,2,"(3.0, 2.3)",2.193,3,"(3.0, 2.7)",1.836,4,"(3.0, 3.0)",1.581,5,"(3.0, 3.3)",1.345,6,"(3.0, 3.7)",1.082,7,"(3.0, 4.0)",0.949,8,"(3.0, 4.3)",0.9,9,"(3.0, 4.7)",0.985
B,D,E,"[5.5, 4.5]","[-56, -61, -67, -69, -76, -76]","{0.339: [0.385, 0.299, 0.272, 0.055, 0.152, 0.041]}","{0.231: [0.263, 0.164, 0.288, 0.138, 0.174, 0.056]}","{0.27: [0.243, 0.047, 0.029, 0.278, 0.188, 0.31]}",0,"(5.0, 5.0)",0.707,0,"(5.0, 5.0)",0.707,1,"(4.8, 5.0)",0.86,2,"(4.6, 5.0)",1.03,3,"(4.4, 5.0)",1.208,4,"(4.2, 5.0)",1.393,5,"(4.0, 5.0)",1.581,6,"(3.8, 5.0)",1.772,7,"(3.6, 5.0)",1.965,8,"(3.4, 5.0)",2.159,9,"(3.2, 5.0)",2.354
D,E,C,"[1.85, 1.7]","[-54, -60, -68, -68, -78, -82]","{0.275: [0.289, 0.178, 0.308, 0.15, 0.152, 0.139]}","{0.363: [0.27, 0.062, 0.014, 0.259, 0.219, 0.414]}","{0.235: [0.421, 0.155, 0.117, 0.081, 0.06, 0.093]}",3,"(2.1, 1.2)",0.559,0,"(3.0, 1.7)",1.15,1,"(2.7, 1.5)",0.873,2,"(2.4, 1.3)",0.68,3,"(2.1, 1.2)",0.559,4,"(1.8, 1.0)",0.702,5,"(1.5, 0.8)",0.966,6,"(1.2, 0.7)",1.193,7,"(0.9, 0.5)",1.531,8,"(0.6, 0.3)",1.877,9,"(0.3, 0.2)",2.157
C,A,E,"[0.95, 6.2]","[-54, -58, -61, -66, -73, -74]","{0.279: [0.421, 0.183, 0.208, 0.108, 0.12, 0.013]}","{0.574: [0.341, 0.266, 0.237, 0.158, 0.553, 0.013]}","{0.24: [0.27, 0.094, 0.116, 0.222, 0.141, 0.276]}",0,"(1.0, 5.0)",1.201,0,"(1.0, 5.0)",1.201,1,"(1.2, 5.0)",1.226,2,"(1.4, 5.0)",1.282,3,"(1.6, 5.0)",1.365,4,"(1.8, 5.0)",1.471,5,"(2.0, 5.0)",1.595,6,"(2.2, 5.0)",1.733,7,"(2.4, 5.0)",1.882,8,"(2.6, 5.0)",2.04,9,"(2.8, 5.0)",2.205
E,B,A,"[1.1, 9.8]","[-50, -55, -63, -75, -77, -82]","{0.496: [0.324, 0.141, 0.087, 0.389, 0.203, 0.414]}","{0.481: [0.451, 0.368, 0.315, 0.027, 0.167, 0.123]}","{0.805: [0.39, 0.304, 0.212, 0.316, 0.638, 0.093]}",7,"(0.9, 9.5)",0.361,0,"(3.0, 8.3)",2.421,1,"(2.7, 8.5)",2.062,2,"(2.4, 8.7)",1.703,3,"(2.1, 8.8)",1.414,4,"(1.8, 9.0)",1.063,5,"(1.5, 9.2)",0.721,6,"(1.2, 9.3)",0.51,7,"(0.9, 9.5)",0.361,8,"(0.6, 9.7)",0.51,9,"(0.3, 9.8)",0.8
C,E,D,"[4.5, 1.5]","[-60, -62, -66, -66, -75, -75]","{0.392: [0.579, 0.127, 0.143, 0.108, 0.096, 0.0]}","{0.204: [0.189, 0.031, 0.043, 0.222, 0.172, 0.293]}","{0.207: [0.211, 0.151, 0.269, 0.175, 0.185, 0.042]}",4,"(4.2, 1.0)",0.583,0,"(3.0, 1.7)",1.513,1,"(3.3, 1.5)",1.2,2,"(3.6, 1.3)",0.922,3,"(3.9, 1.2)",0.671,4,"(4.2, 1.0)",0.583,5,"(4.5, 0.8)",0.7,6,"(4.8, 0.7)",0.854,7,"(5.1, 0.5)",1.166,8,"(5.4, 0.3)",1.5,9,"(5.7, 0.2)",1.769
A,B,E,"[3.9, 7]","[-48, -51, -55, -70, -79, -79]","{0.913: [0.415, 0.354, 0.312, 0.228, 0.681, 0.053]}","{0.605: [0.473, 0.414, 0.402, 0.041, 0.197, 0.082]}","{0.479: [0.351, 0.203, 0.203, 0.296, 0.234, 0.362]}",4,"(3.0, 7.0)",0.9,0,"(3.0, 8.3)",1.581,1,"(3.0, 8.0)",1.345,2,"(3.0, 7.7)",1.14,3,"(3.0, 7.3)",0.949,4,"(3.0, 7.0)",0.9,5,"(3.0, 6.7)",0.949,6,"(3.0, 6.3)",1.14,7,"(3.0, 6.0)",1.345,8,"(3.0, 5.7)",1.581,9,"(3.0, 5.3)",1.924
D,E,C,"[1.1, 1.1]","[-61, -72, -75, -78, -80, -81]","{0.268: [0.197, 0.014, 0.442, 0.025, 0.13, 0.125]}","{0.472: [0.176, 0.125, 0.087, 0.444, 0.25, 0.397]}","{0.377: [0.605, 0.014, 0.026, 0.054, 0.036, 0.08]}",6,"(1.2, 0.7)",0.412,0,"(3.0, 1.7)",1.992,1,"(2.7, 1.5)",1.649,2,"(2.4, 1.3)",1.315,3,"(2.1, 1.2)",1.005,4,"(1.8, 1.0)",0.707,5,"(1.5, 0.8)",0.5,6,"(1.2, 0.7)",0.412,7,"(0.9, 0.5)",0.632,8,"(0.6, 0.3)",0.943,9,"(0.3, 0.2)",1.204
D,C,E,"[2.1, 4.3]","[-56, -58, -64, -69, -70, -77]","{0.245: [0.263, 0.205, 0.231, 0.138, 0.239, 0.069]}","{0.318: [0.474, 0.183, 0.169, 0.068, 0.157, 0.027]}","{0.267: [0.243, 0.094, 0.072, 0.278, 0.094, 0.328]}",8,"(3.0, 4.3)",0.9,0,"(3.0, 1.7)",2.751,1,"(3.0, 2.0)",2.47,2,"(3.0, 2.3)",2.193,3,"(3.0, 2.7)",1.836,4,"(3.0, 3.0)",1.581,5,"(3.0, 3.3)",1.345,6,"(3.0, 3.7)",1.082,7,"(3.0, 4.0)",0.949,8,"(3.0, 4.3)",0.9,9,"(3.0, 4.7)",0.985
B,D,E,"[5.5, 4.5]","[-56, -61, -66, -69, -76, -76]","{0.345: [0.385, 0.299, 0.283, 0.055, 0.152, 0.041]}","{0.22: [0.263, 0.164, 0.269, 0.138, 0.174, 0.056]}","{0.271: [0.243, 0.047, 0.043, 0.278, 0.188, 0.31]}",0,"(5.0, 5.0)",0.707,0,"(5.0, 5.0)",0.707,1,"(4.8, 5.0)",0.86,2,"(4.6, 5.0)",1.03,3,"(4.4, 5.0)",1.208,4,"(4.2, 5.0)",1.393,5,"(4.0, 5.0)",1.581,6,"(3.8, 5.0)",1.772,7,"(3.6, 5.0)",1.965,8,"(3.4, 5.0)",2.159,9,"(3.2, 5.0)",2.354
D,B,E,"[4.9, 5]","[-53, -56, -65, -74, -77, -79]","{0.25: [0.303, 0.233, 0.25, 0.075, 0.163, 0.097]}","{0.423: [0.418, 0.356, 0.293, 0.014, 0.167, 0.082]}","{0.409: [0.284, 0.125, 0.058, 0.37, 0.203, 0.362]}",0,"(5.0, 5.0)",0.1,0,"(5.0, 5.0)",0.1,1,"(4.8, 5.0)",0.1,2,"(4.6, 5.0)",0.3,3,"(4.4, 5.0)",0.5,4,"(4.2, 5.0)",0.7,5,"(4.0, 5.0)",0.9,6,"(3.8, 5.0)",1.1,7,"(3.6, 5.0)",1.3,8,"(3.4, 5.0)",1.5,9,"(3.2, 5.0)",1.7
C,E,D,"[5.5, 3]","[-63, -62, -63, -73, -76, -84]","{0.503: [0.658, 0.127, 0.182, 0.014, 0.084, 0.12]}","{0.391: [0.149, 0.031, 0.087, 0.352, 0.188, 0.448]}","{0.163: [0.171, 0.151, 0.212, 0.087, 0.174, 0.167]}",4,"(4.2, 1.0)",2.385,0,"(3.0, 1.7)",2.818,1,"(3.3, 1.5)",2.663,2,"(3.6, 1.3)",2.55,3,"(3.9, 1.2)",2.408,4,"(4.2, 1.0)",2.385,5,"(4.5, 0.8)",2.417,6,"(4.8, 0.7)",2.404,7,"(5.1, 0.5)",2.532,8,"(5.4, 0.3)",2.702,9,"(5.7, 0.2)",2.807
A,B,E,"[4.4, 6.4]","[-50, -61, -65, -68, -73, -79]","{0.585: [0.39, 0.228, 0.188, 0.193, 0.553, 0.053]}","{0.401: [0.451, 0.299, 0.293, 0.068, 0.106, 0.082]}","{0.328: [0.324, 0.047, 0.058, 0.259, 0.141, 0.362]}",6,"(3.0, 6.3)",1.404,0,"(3.0, 8.3)",2.36,1,"(3.0, 8.0)",2.126,2,"(3.0, 7.7)",1.91,3,"(3.0, 7.3)",1.664,4,"(3.0, 7.0)",1.523,5,"(3.0, 6.7)",1.432,6,"(3.0, 6.3)",1.404,7,"(3.0, 6.0)",1.456,8,"(3.0, 5.7)",1.565,9,"(3.0, 5.3)",1.78
C,A,E,"[0.2, 5.8]","[-54, -61, -63, -63, -76, -76]","{0.259: [0.421, 0.141, 0.182, 0.149, 0.084, 0.013]}","{0.605: [0.341, 0.228, 0.212, 0.105, 0.617, 0.013]}","{0.242: [0.27, 0.047, 0.087, 0.167, 0.188, 0.31]}",0,"(1.0, 5.0)",1.131,0,"(1.0, 5.0)",1.131,1,"(1.2, 5.0)",1.281,2,"(1.4, 5.0)",1.442,3,"(1.6, 5.0)",1.612,4,"(1.8, 5.0)",1.789,5,"(2.0, 5.0)",1.97,6,"(2.2, 5.0)",2.154,7,"(2.4, 5.0)",2.341,8,"(2.6, 5.0)",2.53,9,"(2.8, 5.0)",2.72
E,A,B,"[3.2, 8.6]","[-59, -61, -59, -69, -81, -87]","{0.462: [0.203, 0.047, 0.145, 0.278, 0.266, 0.5]}","{0.793: [0.28, 0.228, 0.263, 0.211, 0.723, 0.16]}","{0.434: [0.352, 0.299, 0.359, 0.055, 0.227, 0.192]}",1,"(3.3, 8.5)",0.141,0,"(3.0, 8.3)",0.361,1,"(3.3, 8.5)",0.141,2,"(3.6, 8.7)",0.412,3,"(3.9, 8.8)",0.728,4,"(4.2, 9.0)",1.077,5,"(4.5, 9.2)",1.432,6,"(4.8, 9.3)",1.746,7,"(5.1, 9.5)",2.102,8,"(5.4, 9.7)",2.46,9,"(5.7, 9.8)",2.773
A,E,B,"[5.8, 7.5]","[-53, -56, -67, -71, -70, -73]","{0.538: [0.354, 0.291, 0.163, 0.246, 0.489, 0.027]}","{0.273: [0.284, 0.125, 0.029, 0.315, 0.094, 0.259]}","{0.381: [0.418, 0.356, 0.272, 0.027, 0.061, 0.0]}",6,"(4.8, 9.3)",2.059,0,"(3.0, 8.3)",2.912,1,"(3.3, 8.5)",2.693,2,"(3.6, 8.7)",2.506,3,"(3.9, 8.8)",2.302,4,"(4.2, 9.0)",2.193,5,"(4.5, 9.2)",2.14,6,"(4.8, 9.3)",2.059,7,"(5.1, 9.5)",2.119,8,"(5.4, 9.7)",2.236,9,"(5.7, 9.8)",2.302
E,A,B,"[4.8, 9.8]","[-73, -72, -70, -85, -90, -90]","{0.815: [0.014, 0.125, 0.014, 0.574, 0.406, 0.552]}","{1.154: [0.11, 0.089, 0.125, 0.491, 0.915, 0.2]}","{0.339: [0.198, 0.172, 0.239, 0.164, 0.364, 0.233]}",7,"(5.1, 9.5)",0.424,0,"(3.0, 8.3)",2.343,1,"(3.3, 8.5)",1.985,2,"(3.6, 8.7)",1.628,3,"(3.9, 8.8)",1.345,4,"(4.2, 9.0)",1.0,5,"(4.5, 9.2)",0.671,6,"(4.8, 9.3)",0.5,7,"(5.1, 9.5)",0.424,8,"(5.4, 9.7)",0.608,9,"(5.7, 9.8)",0.9
B,E,A,"[1.1, 8.8]","[-53, -51, -62, -68, -69, -83]","{0.478: [0.418, 0.414, 0.326, 0.068, 0.045, 0.137]}","{0.391: [0.284, 0.203, 0.101, 0.259, 0.078, 0.431]}","{0.568: [0.354, 0.354, 0.225, 0.193, 0.468, 0.107]}",6,"(1.2, 9.3)",0.51,0,"(3.0, 8.3)",1.965,1,"(2.7, 8.5)",1.628,2,"(2.4, 8.7)",1.304,3,"(2.1, 8.8)",1.0,4,"(1.8, 9.0)",0.728,5,"(1.5, 9.2)",0.566,6,"(1.2, 9.3)",0.51,7,"(0.9, 9.5)",0.728,8,"(0.6, 9.7)",1.03,9,"(0.3, 9.8)",1.281
C,E,D,"[4.6, 2.2]","[-62, -66, -67, -70, -73, -79]","{0.441: [0.632, 0.07, 0.13, 0.054, 0.12, 0.053]}","{0.267: [0.162, 0.031, 0.029, 0.296, 0.141, 0.362]}","{0.194: [0.184, 0.096, 0.288, 0.125, 0.207, 0.097]}",3,"(3.9, 1.2)",1.221,0,"(3.0, 1.7)",1.676,1,"(3.3, 1.5)",1.476,2,"(3.6, 1.3)",1.345,3,"(3.9, 1.2)",1.221,4,"(4.2, 1.0)",1.265,5,"(4.5, 0.8)",1.404,6,"(4.8, 0.7)",1.513,7,"(5.1, 0.5)",1.772,8,"(5.4, 0.3)",2.062,9,"(5.7, 0.2)",2.283
